authority,amount,balance,pool,poolShare,dailyRewardsRate,farmer
Evw52WEhq8g6Njv4ro9GkkQZcwpjvSw3aPF7U6UGHWTr,0.269248,98.50142,Token 2poo,0.0000109897,175000,2Bg3ktAAfrANCp8sh5DgrrdhdY69f6y3kSgYsJtSs5eq
2cZxF2qffGRFHK7KnoEyE3vyuwHBdVkPA2avev25L5Ni,0.269234,98.494819,Token 2poo,0.0000109890,175000,Dm2SichUxkQTKpDZyNG49582J4DitrniidqsNY9x6Tm1
72CynixPXRB2gdeH3thkzM41neX3tUehp1zWikuBREhq,0.269164,0.853460696,Token SoLE,0.0000219727,87500,Dx7GgPeLyz4ssvyExEW2r6wHvXABRDDVS8qwyuWTynRE
84y5Y4sk6GgoDioXWQ4dZ14trQgoWcMKnwReCaWtJnuk,0.26915,98.465989,Token 2poo,0.0000109858,175000,XFya3F6oYeHMxx3tGhT1ZtQk4YgwtTT2XvWto4KthXY
2q2VLFGZ4tL3iMZGB5w8iyarfZ7K28L8kkg4K1Gh1xPb,0.269136,98.460239,Token 2poo,0.0000109852,175000,9rUrufSbhefLBuj3PmEdC5xjUuaSjNfvrL42uk6xCEBv
6cbF4RTEkDzVbzmvxPW8xSMKaytknvcXV757ux5BVbea,0.269094,98.44359,Token 2poo,0.0000109833,175000,DY5F2wnHUgfy7j3x29AVrYNrbAFmvdi4owtYWpjdpBwZ
5t3d3JQqpWhSBk8pPfuGJu26XFTyqKC4moVU2o1JxgGj,0.26894,33.619026285,Token UST3,0.0000087819,218750,7KmHbBmBqVZZdv63G2aADmAVPN35UR8b7rvk6oP8TerF
FCd3cveHAnQsVmvGa6rg8j4NoHnMEXHeUKQgxYE98b4F,0.268884,98.369572,Token 2poo,0.0000109750,175000,4UgUC8hzjmRPSDzoqcWqMWd29WHuPtfzNWPk9tKQ6RQc
Cj2gQcCDLCSVDmtbBbeXqxNJh3RV4opJRT6S7Ys2rAqd,0.268842,98.351865,Token 2poo,0.0000109731,175000,JApe8DPVvoL2mSvEaWayCNLfdYdcHmQakYcseQs3SAFh
JEHjWazHFygzZYFiAhLqwSRv3KCyzsSSqoWKAkr4FLfm,0.2688,98.335331,Token 2poo,0.0000109712,175000,7Rrc8JQPT64KMvJ7bLyv8AtpEd9vutWK5aAZKcS7drDZ
6g4k93gbp92Bz73cwWT2Nh17uGMNN3Xr8RHXWp7raGng,0.2688,98.337314,Token 2poo,0.0000109714,175000,4RbzTEYN8L9nf2wLNwh3g3DSbgwYLQoSjkyKgZi55n6A
EuvK7bsc3hbxqeJjJkLELCvS7kruCMAGDctn5u7Q7BnP,0.268772,98.328,Token 2poo,0.0000109704,175000,4fujmSPmuaSCXP92WsCgYHE2htQJJGb86sQQpnq5ukLM
DkkigvSFyoybJfnsubwEm5c1RH4eGNBaWM1qBr5E4zfn,0.268744,1.193511003,Token FTXd,0.0000438756,43750,5Wpwyyqp5wsumgR4ZPZaHQKkvVJcxevwtQBPvN8q5P52
Bz6oLu7ePhjFx4YJ5ZbeDpgtzaaXDf2hwetJuzprGbSi,0.268716,98.306118,Token 2poo,0.0000109680,175000,Fne6y2Ncx1a4eWYLCvFMxKXmyHK4Xy1mtrfSwyK1w1by
AzPMpRLQXjkj6DNkBYWmU7DKfRT4YYCBcVDJu3N3wWV3,0.268688,98.296467,Token 2poo,0.0000109669,175000,G4khKqfSkUWBivyU16VmT9cJTvzxWLBHqgKCQ3GP42qZ
4pk84fPV9WCzquXPwrGmR1USqBBQ6VqJjReRtTmMeGDz,0.268688,98.297283,Token 2poo,0.0000109670,175000,BF3rr5J4Zkz4MVDAkjpqqnMYdbwPJLk1neg4GiTpVLvq
AAn4E9hyUopiZq7o3BARBR6MhyzJVsRSnWPjX3mGXwxE,0.268674,98.293395,Token 2poo,0.0000109665,175000,2744cexXNhK7tcAb8McqhZH1kVtbcZhYMFCkN2B26dUd
8A6PFLx5ZooKdgeVbZV1uPbPmRPXGvG1iF6kWb5688Yj,0.268618,0.617820884,Token LUNk,0.0000438554,43750,FicnJCyWHiF5g8pZsrVHPpZMNYF4uehnodHWeM7KwAXE
5rUACpdSLv98ipE9sCzaJu6UJgcUbjDBy7znGgsvaB38,0.268506,98.22712,Token 2poo,0.0000109591,175000,6MSHQEqwKq3WAdUMe4RV4eis73BMGkt3A3C9auBrjm1e
5GSUU4KkUdGodYDU4JYesVaC8xEnxQThyK3eApooN5dx,0.268492,40.919666,Token PaiY,0.0000438364,43750,EqMrHitbzwszDkjgLiUqCSWkcvh4Ggomd9youSUdVF1Y
HfCTA9eZgHR3FhothvkR5tTfmLp2yq4v2da13FUzn6nV,0.268478,98.219,Token 2poo,0.0000109582,175000,BkuGDWAumSPYbTvmnX6rUBz9NviBQWmVDjShamr88KBH
9YkfTyEtYYyiEbo4DJJ4oTHjmGiFTxVw7rQe6FSRGzFe,0.26845,98.208113,Token 2poo,0.0000109570,175000,6FfHA4fnnexdw985DdLK79hkjExmKDKYsYo8nrgYi1HS
4DdTLPrVcAQN1DLRnyya8eUTZQkgsqe2brkX8mMam9v1,0.268422,98.201294,Token 2poo,0.0000109563,175000,BA3RUTDJA5zcpM9hNzoRAwtXtpkZK6ZcqR9CtVVtW6Hz
3oMfJjzDTRZVLWeH4aesHMKuQ1bFWHbC5sMfNMckfj5Z,0.268408,98.194186,Token 2poo,0.0000109555,175000,7U3bW11opnUNYxtENuvcmc5LhG4WJBbHaw1WNnKsVh4G
D1TS3s5ieBNh4VinNagQaVAVFR3U3B8cZg4JY1E9ZXpV,0.26838,98.18356,Token 2poo,0.0000109543,175000,e5jUYtuYdLF986NE1jLZVinakGV7NByrPn6sfq6zM1u
9z6bni82niitNpJD1zMovZnzPT4ZFGMZWAga9Z1yJYjT,0.268352,98.173918,Token 2poo,0.0000109532,175000,DKuktXnGMHAGY5pz13qCukJgxHee4w2RV2Hr3DbPohus
n7qKkg8fLbFLydqQKoii3Zy7dQKfvgPrSpb9sNViDXt,0.268338,98.167861,Token 2poo,0.0000109525,175000,J6A5VBYwUMqr7umekcJDjP9tffTtfubW4FqmNf5nse19
2YZuJQwyvZJjW9YiUci4HTfphGttRKCUqmvenbkSdxmq,0.268338,98.167067,Token 2poo,0.0000109524,175000,6k9D44qyhD7Rrxhr85uTdcJHjfSTL85pkAk5eQ29M5A4
D7RmUBPCzNyKo9oU8HmY7sthRzL2SgUZPPjo471YNkPA,0.268324,98.163297,Token 2poo,0.0000109520,175000,6d6pXuUHT25aNBLUJXboMT2t4Bikqyzs1ChuzGDW2gi7
4ZwDp19Mfr4wCKcXv7tjtVCJG1z9jR5DQ8Z6uMv6d86M,0.268296,98.153757,Token 2poo,0.0000109510,175000,H8YwG19Af7kE2nofUSrG3KCetck3cibsBEEorJNgjSrM
BrrkJGCyczcefdAUF6xzimbTU6c5KnFGkwFQUDanuHAu,0.268254,98.138269,Token 2poo,0.0000109492,175000,5hPMtqzo8K6UvXazkWsAFpVS6NcNFi9SeyDnsmxhFhpG
8F9bF8QKsf9h8tCG31QsLkGDEJVbRwnjYo58czuHwNNQ,0.268254,98.138889,Token 2poo,0.0000109493,175000,6FFCuBuBdsxcc89C5UW2nmwjKBjykxfEToqUMz9HDPK3
C9zXx4QXsYKHft1vWZp7MrdJsB61hTSggPEfAKA8Q6f,0.268226,98.126462,Token 2poo,0.0000109479,175000,46UarFoGoExCnUDW7CmM67eiCxXakx3LNbb1ifJCV1oG
CVXWSHoyhPcDXzwBTjFfYBTEBab691J9A7zS3kNRxuLv,0.268226,98.125133,Token 2poo,0.0000109478,175000,ETFZuajSrLX5t9spCEFP3Kxc4XNvZi7rnpNM91FYAPci
BtGXGFVchh1Z9idJVBRTuRZ7SMpJ8jn32gBChweMqBgG,0.268212,98.12,Token 2poo,0.0000109472,175000,6gtbVfgX2fA3HZvqTCf7Q1db9J294TQawrmHPp4Cjnnz
5sRHREUDuHUxB2ooDTMnm5bLqEryhLw4JkWftKDvrZgD,0.268212,98.123746,Token 2poo,0.0000109476,175000,35XTQezNwBRyz82iantCpdMcwufwe8oTjUNiCJzZdZ4y
2gnDFmS3exijT6QC2M7x2FLFSzgn9wT5L8aNqK1FtWzW,0.26817,98.104563,Token 2poo,0.0000109455,175000,5S52adE5jTJKMR9j1yk5smUJnC4ik6yEVyBdxxX2QARb
9Ni1bXEBtD7te2SwewgrYdMMgubTE7qw8Gasm17ytGbn,0.26817,98.108771,Token 2poo,0.0000109459,175000,Sb4QXcUZ8Mu3xhLRzMdeTmNXZQ8V9NEKWaLvyrdFQAL
BKP2rLacsRVahvVos5YeVq4LucgVADEqKhXSzbWWgDK9,0.268142,98.097858,Token 2poo,0.0000109447,175000,DTuSCRL4ewXMWunsAxCAfjYdxSLmnjt2Ntk2XyHH1UxF
FY8yLAELVqGCnk6EKyHPTKY7zfy5324Jp6anQGpHof9,0.268128,98.093258,Token 2poo,0.0000109442,175000,3LjkYu5YTLBAkRYJYSmCrmQVUooRDhWADahSnTcveMef
84f1H5U8brLoEP77KCJhvMnt7GufZQosqiVmCqZsTx8n,0.268114,98.085308,Token 2poo,0.0000109433,175000,9QrGUG3JbDhzPvBs1vAMSh5qHYKZVKRY3sL6eoaLRnji
6xAGoWd8bSkDsTXWMCRE19Ky5ALmjtwJ3UPYC4Pm2ssP,0.268072,98.072172,Token 2poo,0.0000109419,175000,8u2MrxUfmFvfM2rPpvu6A8dSsuGSBMbiGWP5Lz2yxCag
3NcJFqS4yZFdNnzcXEq6RaPHvj5dAWpSbQ6HgroMwDkG,0.268044,98.059154,Token 2poo,0.0000109404,175000,BMVhfNjVsgyi44oTVAEX7MTUzWS1mZyw4ntoomKCFYWU
8Y6nmA6GAaBQDQksnSgbN9XmyAuSEE5QEtWyNwJ2ZUvX,0.26803,98.053208,Token 2poo,0.0000109397,175000,DVwEQhzSFTudj9MQuCxeYhS4EMu6chGmHDEySn4pCMfo
29yb7cWCkGEowATLJN1SKHnpm357LvkcNeDYMQ8yPEeg,0.268016,98.052796,Token 2poo,0.0000109397,175000,5GADAktw6xfBXi3NnhrU1bKkKRfk8ztrNWx1kQ2GVxva
6keeeRKvzNkv7Mgd8LBZWjwVwuYbD7DvSNt9YZLCTKW4,0.268016,98.049082,Token 2poo,0.0000109393,175000,DeFjgY8mWqNoJQmWSeYzbmKi7RYd9o4iaPJRLd3MvaUL
9F8crwKzyPFTE9kLKqLPssUQueCcf8fMdt85CS6HY7Tj,0.267988,98.040673,Token 2poo,0.0000109383,175000,CetZeeLZKNUHJZ7rpTpCDzci7AyHMryLj28m3CyaDkE6
5W1hFc1AimQoq4WY2YmKeERPetAfkCV3oUVzS6dwEbEi,0.267974,98.036522,Token 2poo,0.0000109379,175000,DzwS2cWBLYxg8Y5WztypgfJFHRTkjGEPJFvu92RwvcJt
EybFFojE63AZQ7LM77bMDtv3ck78BQggWHMAh9GWyaki,0.26796,98.032292,Token 2poo,0.0000109374,175000,7JVi8y4cVfRN3CcAnnFJPueBRqj7frcoMQfnnDsCb7gW
BKfawJyuMM2y7ikiXiUFMYXhiek7B556gjvmK7As7pgo,0.26796,1.19007221,Token FTXd,0.0000437491,43750,4ReucrdXYuJoiZaLM7xTFA8BFVeNgQ4Xf8NRy9F2V9iS
5FzkcAQKVAxMrwwJBJpn481vtZbC34GrEDPSTjaSKAtZ,0.267946,0.849585171,Token SoLE,0.0000218729,87500,DH12wLLKWB4LXPtexLWDGVDAkUXEm25uWiW15xiSAATi
9FBxzRYzRcMnW9HrFpboRXobSkWiCUBv6uRrc8CQqr6Z,0.267932,98.019511,Token 2poo,0.0000109360,175000,7d54Mzky7r5nWaBkDccRurGVX1GZUWyCDqZhMgmrMNiB
BbBqVHQ2LFQu615mkPewGUtv5nraQuvmyhQtrKAm3VtM,0.267932,98.018328,Token 2poo,0.0000109358,175000,3Pf7jPduWnFbDCzVuKFZmAbVnkikfvAb6ECBk12jP7BS
CP1N4LhsvqNFM4yuV8Nx1VyobTv6K4o1ohTou7zaytZn,0.267904,98.011371,Token 2poo,0.0000109351,175000,7EYaJg5Nwv2q9FYdkPBim7R8fUdEb5j8m3UnXFZpGBir
AUYJbRGbxGDAhSiJm4zbh37PDNNHcXpED4KJYsqU4HD1,0.267904,98.009408,Token 2poo,0.0000109349,175000,2oKf283gNtUhuGFLmuy6u3v3MEJ47gHpwvDs1v83amr9
F3P3sPRoPyWA8WX7wPTo9hUXozei62NR9Vrnxxgwhh12,0.267904,98.01,Token 2poo,0.0000109349,175000,BYQB3HBSsgNNrE9gsrvTBhKKK66oBPMYWamWG6K8Fr91
FcfXHz4J8am1cCLEJ3HF3DYubq4Mqq1dAPgFzWeVtC3a,0.26789,98.002744,Token 2poo,0.0000109341,175000,2C3HtQmNVbozj1VJK1QpfU4eXXqAEjxmTznT6BMBA9i8
B77zGQC5u5uUGNJCnkjmaN5LYZ1n924h8xvtaUp2d2RM,0.26789,98.004346,Token 2poo,0.0000109343,175000,3Mghudjtqt7CDRecbc32RNwtFtDBdsCdGggLBE2ZAj6G
GL4HiVDfWvkyL56kefmfJjeR1WkDLfucBNPmjsKmz9re,0.267876,98.001498,Token 2poo,0.0000109340,175000,7Cz9wB3QspkcKye3xUpqXzkhCNPbpVSgM9EuSy3shaT2
Cig6qTRt3Fhuy9vECzDLxDKKJWuemxyP8mZkCnL57wiJ,0.267876,97.99678,Token 2poo,0.0000109334,175000,5fpdoCZPNkcBLaTEdTjeGdAUNvnRms83w29LTXz747aX
38n9QdKZbifvd87gWioN5aVeDwK12Yx6TB7EMDSoWbX3,0.267876,97.999244,Token 2poo,0.0000109337,175000,HYg2y1ZMVNRgiX4ts9qyCSwDt7y5BN8ptj5vCQ8Ww1aB
C4iwPmDoTaEPCzi3x8vjS2TfCRV34pBy6pMyCSGD821Z,0.267876,98,Token 2poo,0.0000109338,175000,FjCiLCzQZ3iN1hzP1q5rTgqWwkVGnyiR5VQkaVSwpJEe
Ga2XKeL62zyRve7fxFXosoY2DFLBctJbBCyuCnzWKC3,0.267876,97.998933,Token 2poo,0.0000109337,175000,EbQnLaw8f1yzgURSM7Emwv24YVU7n9D4obJWR6w95UM5
DzF99Z36qZRyKfcW6QQEYRQVFe2esZfgGvUQ5F9n8DUt,0.267876,97.997112,Token 2poo,0.0000109335,175000,D15geYTqT493GtxZwSWTMqKEsYPc4D6T7GKb4zRtLikB
9U36FhEQFmdJqpnB9xCgY8akgCZivWrEGYhFN5qxeeqB,0.267862,97.993765,Token 2poo,0.0000109331,175000,6jSaC7AsQhA9gNrtzWZ8NRbTjdcVaDYYb8gkd2Cf3UFh
6z5G4dh1852WnYFpq7sZdgUYXJMza9bnPzBd3YVD8irZ,0.267848,97.989465,Token 2poo,0.0000109326,175000,5iu8gimjMwVUkk81SfG9nvd7G43WWXMLQTKDe1eoRZh3
9odZF2bCkkmr626UsWC9xXbHLbATy1iYwz75C3N4vbfE,0.267848,97.990229,Token 2poo,0.0000109327,175000,4VkSonpR1dCRVbFrJcLUSpJpcRD3r1isqy48nd2xaHbj
DcEHuMKNUACPi3LkoDA2fbpnTkwDw1n7P4DpEWoPiEEb,0.267848,97.99025,Token 2poo,0.0000109327,175000,H1jigLrNoT2D8YfKk5cBezF7uc9wYUq22uSqrdmZmheH
9EVcxAsXDFA3Yzf9yTLwzSbjVXAWpdYxCKg27srAhs8m,0.267848,97.991024,Token 2poo,0.0000109328,175000,J2iDtwTZEpSpTJ9nR6nWevdvXbHJ5GTdtHvCsuCvyLD9
6prCSP3pPBuAoN6uMCBaqDGZLWY2JY7oX8RLipfGY78f,0.26782,97.977192,Token 2poo,0.0000109313,175000,3uS4quxh7AJSw5TxAFEAFGrUPfgQ35631qmGVcc9g3CP
9PsoHVGULDmMpVfVsKmz7EDFBbwwA82sUFbRNbwtDNrv,0.26782,97.981018,Token 2poo,0.0000109317,175000,BuE6KKLsABQ1UdsrxJEKauq9PMqJ4WcQXpgrD3QAD1s9
A66S7RBrhwvUVySZ4MSXfj5BETb6sg18ricAhRtjSVfS,0.26782,97.977316,Token 2poo,0.0000109313,175000,7woycr5NWa3X4yTqvzbxHU9XW4Ci5Bh22sWjc6xDZRmZ
7HQd4PWH7bxaQ1uwThWvVmbrXLeXFPscScF8Gd7ASQay,0.267792,97.969969,Token 2poo,0.0000109305,175000,4mHu4YE3RANM6MkXDJo4yGHvDXKpicuRc4nT2t8AqQ6F
BLGF2P5PpS1ifrZf2kDTo2ndjNXRQr6o87gpg56UjKr2,0.267792,97.970333,Token 2poo,0.0000109305,175000,HJ5MM4s3fLgs1U8Fc85iVthbnV348C5zXQGXFMhYcnth
e1E6nH36qLDrJYuGQwTzLkqvkWWpzarnSFbaJwNiyn6,0.267792,97.970655,Token 2poo,0.0000109305,175000,2GGjukG4Cj2z4GYqpYPDdK2mbk9CA1Hb3k2BQWLNAMyL
3MtEhYL2mnCANN2hefLvEa6nhtseVSie6sQi1hmnE7Cp,0.26775,97.951439,Token 2poo,0.0000109284,175000,DXqmsch4qXDw5cTRAcPWXBV6S6em4UpEdGCmkVW3LXts
9KCZxgB1fuQmtDuJ66RzQV9GR3jtu6KVqKU7o5qtrTX1,0.267736,97.949044,Token 2poo,0.0000109281,175000,EGsHMWxzKTQJ75rwpb4GU3x81VjXdww43ctUky6T11fE
CSdygkiyBCRgDHRmTLJuUHd9tc1hNTMvN2BagUdGn3jz,0.267064,0.846775497,Token SoLE,0.0000218006,87500,65Q75x3Zn9bYqqw6RtdSzpxkevqSNNuhpKfUWge2oKyS
96StvqZyFUPtyMr4o9s7K4V29RSNyRpVi76vNwxG5rUf,0.266784,97.598227,Token 2poo,0.0000108890,175000,KdAdupPLP7NrthVMJBbTq1H8HrWg6ZvebWbiXzMKvof
3xNBw9LjoGM8NE3BeWmfPeQnw4ivRhk1ghhBWXETXR3X,0.266756,0.845837378,Token SoLE,0.0000217764,87500,HB15NQNTRWgZk61U99om5SRMypwjHd3Nog2Lmtk3g9Ry
o746CF4C4g3xMxnFJ3aawzxFtW69LhmTaSaZr6u5hST,0.266728,97.577963,Token 2poo,0.0000108867,175000,E2PXXQTQigxhDHMceuy9pmNVt8QMFrgfChXKjCSq7wiT
6uv7gcwKjHGnbEn9o552JDRoBk8xige4WR5oH4XSCP7h,0.266714,0.845669567,Token SoLE,0.0000217721,87500,3ctHXf8TFS4R4NwiWmeLirae3nF34z5jbm6ewH73Qt3A
FvWwpnwTPjSiim1Pe3sh3Ex4wTkrKCB1gYVLX4e5q5nV,0.266532,0.845105808,Token SoLE,0.0000217576,87500,Hgerez6jahEDrLVjd5rw2JfZxLGGQkreHXAGQ9moQHg7
3WdtcMMwNSWfB6fRffJktNMpbK2MhDPMz6eAdECnnoyP,0.266448,0.844823454,Token SoLE,0.0000217503,87500,6N5nQLYzM4osgmL88kPfLfgvjuffpR5DHigJHkQaifas
3rupQKF3RpFnaRRSgss6yBWZZYGpBaBpFfZVohWswBSF,0.26635,0.00123167,Token SLPb,0.0000144950,131250,EpJGv82xAwN54zb8mvWJsXrsWWb2Nr3aff9Ju25UcoLq
Ay8fjFeG7fg6fmsbZaRzKV8dJ3TmZYXcSeQGDagSehQF,0.26579,97.235327,Token 2poo,0.0000108485,175000,39VieA1VLHghLZW6sFZ4x7Md3VsyYv5ZXM5K58zNEocw
HFtfg2FU6gycuJDwiq93q3ZMZrwATNAXeURQoTn43GuA,0.265244,67.768521,Token APUV,0.0000433061,43750,7SRDh2zhzTYnqt5yJXFbRgZBrTrtNCDDkgk1E38reKqe
8cmgzbZsvqeej8d5bVwnqUEYWuZmq5YrUbyTM83pvBw7,0.265006,96.949521,Token 2poo,0.0000108166,175000,5XJGym1dewJbi33pSJGtZVeYDdv8zvzfpytWmyb4gN9Q
2WcYdUrUSUSY4v5pDpKLRoHF9W1K7kja3DSM1kysV7Ft,0.264936,40.377601,Token PaiY,0.0000432557,43750,a8iXD5Fvk5uAop4p856LqAZQ94pXfz2eWGUCaSJmXj5
HZNSZ71M6uFyegvof8Ho1B3RS6naL5HvwHioXgPryRhY,0.264082,33.010574571,Token UST3,0.0000086229,218750,AMGXYWSBQmxqS4C9vmvJwK8JZL7mkUFwfhwLn8D37pJn
Eq3TYjTDChhREzCAGU6cDtJLvPboKkercdmLes7kMkWY,0.26404,96.596707,Token 2poo,0.0000107772,175000,BtNKvnZEXQoHiXadEVWaN73JGBSikQAgePb9tYnEBQq4
HrNny4ncoerwbnbFv6hMAuXq7bgyGHm5dRrCnEPNvjFw,0.263718,0.606573181,Token LUNk,0.0000430570,43750,CqQaDZBiYTanBgd4J2cFrwLNufYEPvMYnYkoRNRwZNqD
6GdgMa57CjwJEZbhTodMhSAwGULSwS6xgvxYdmD8nwBw,0.26201,39.93,Token PaiY,0.0000427762,43750,6RBayP7VYC64TnPbr17i5jgU5jJ8pwCHhd26NFm1rAS4
52hnXoiaNdsRMF7ud7qYujYyL8N2XYNsmLEM1fwuK3w3,0.261954,39.922751,Token PaiY,0.0000427684,43750,DuM8LR7zAm2Dye3m8jryNMxMdAX5S3LCGbSt9KYESSGy
Hk9xWkqAc4R9gLRuxkXxkfV6D7U1arm3KkZft8PhPUbf,0.261954,39.923,Token PaiY,0.0000427687,43750,F2DvDxFa7iUYNfV8qMipkPvdo65ZkzUCNY284gjZXYB7
3zSrPiFB4SUSqZjGu6W9L2PAethpspFsXzPiVb5SixAw,0.26187,95.801356,Token 2poo,0.0000106885,175000,6DWmJTXrS5WpEZd9DDUjRjdejhCsfEMLnMGGQqeuwBBF
8gnYbMbPoXseQYDWVCHk73B1yo9uqdKzxWA2vwdTqLDW,0.26173,0.220770568,Token PSop,0.0000427313,43750,9tyabgPg4DdjeRxAq7ee9tb5kwps48P1TY6bFrK48GDn
9chuYN5R1szbXTeb6zAFf9LnSFwDL3dp2mLCfrqrF9A2,0.26124,95.57009,Token 2poo,0.0000106627,175000,74Lce9MRSGSnUrMgBEpyEbCGAZtdv8khSG6hHDH8C41v
8pZkPJ4ps3a7w6LyoMn7zCt2gp7RCPeWHgPZUDayo1Q6,0.261156,39.8,Token PaiY,0.0000426369,43750,H9WncRgucfNxfy75Twg9NsjgNVvW6Ufx3Q6wxauzasko
rpj8Tw7eHqNvKxQ2PhYPyHbdqtJMFtzfwpwewQ1ZzAi,0.260988,1.159119267,Token FTXd,0.0000426113,43750,3UHCj4HenQL9MUxDo9UkoDGmSCnP1jFuiimMXiLfiqyU
8Grty7JaCafviGfLsi2L3rYnEfW68iTFPcABXPBzykD2,0.26089,0.600057871,Token LUNk,0.0000425945,43750,9koSs1KBV3NLwt5FEP6gdJV8mTq9QxfkFnDEoDwtRmLn
CMHDT3QAoM1fMUmQ5hTT3pzMfvShznAMSrJ3PxCQXkbf,0.260848,32.606804939,Token UST3,0.0000085175,218750,FcqR96tD4iBRDk4F2E3DNnezkQHbpa7XtR28G76rbB3Z
HvcRS5qZ9Xy6xGvqtoxiX5SMZ7tV6yCaB43PThinpirc,0.26047,39.695578,Token PaiY,0.0000425250,43750,83q4MckSvXRUfCCU6wX91wgxnJLsumJLaLFeDx31vY1i
5czYzud3gJvoEqsZf1H7k7XKjMMiL1TY1K5zgfvhcDqt,0.260204,0.82502987,Token SoLE,0.0000212407,87500,4LPNLQtkqMszW4raGj7M3Bxu38Tmp6vGUjvcPRYbY8Vp
7PHrrfyV6F9skAS65wmHzRwp63Cd99kmUcjtjrGAvWPD,0.260162,0.82489776,Token SoLE,0.0000212373,87500,7spb7SLcLbogRkLqrrAtKed6ytuQPCJbvZQjdTHasgU8
J2zREyaXRcFqjcLZN7HmSQ23Wsz741vErD18tHP6HekN,0.259756,95.03099,Token 2poo,0.0000106026,175000,BszJr7hd3QiME99EBpU9Yq7FHLPT5HNAZA9Rai3PRKQ1
GrdwsbnNYtfbGS6hveK5zhAHFQdZz2JwXVFXRPNfZEt8,0.259672,95,Token 2poo,0.0000105991,175000,67ySEGbeK2kQSqSg9MbMQUBU66hsbhTxvPeSunMjgk4i
8fA8FVHXtEoQ9FFsog4mxi9GqXopNGqwGgzNygqQ4ryf,0.259392,0.822458731,Token SoLE,0.0000211745,87500,2RtAqU7hz4LUGDteWpPcZhK9CNCKhMH4C6qHe67TAPF6
Btm5L1u4fQPWSSWnG5xDtpowLBMHKLXhNML6Ni4s8uwP,0.25921,3.505076,Token SRMK,0.0000423203,43750,FDP8a9XZieQQqwcJLdsXo1N9H1AvmQ7G1pvLCsokzdNF
A2U4cpjDceeeUzQNf9ShvaHBV59DHEnNVhgYePFzL8J,0.25893,94.728424,Token 2poo,0.0000105688,175000,4DiCdRanAqKxsozsev8SPK7R45wCgzUahwSJEdMp6UdL
23XXKEKm1eqjE8yNweVVUsae6krAtXccNpW9Bp4UqrVA,0.258902,0.820909407,Token SoLE,0.0000211347,87500,A4Fgy8CweLrzKbcThPpnj92NATUk7PGTgCNhfz4KQC2g
32E1qwNPn4WC4Tbn73i7hMA81QyxmmVNH7ypkQfXo985,0.258552,39.403255,Token PaiY,0.0000422119,43750,6J8WL9stz5zs4H9MHw7K9zLZNvDsLzNEPrRTmpdsP3wS
HkdfPNH3FUAsz9guxWZZcQ1644uVxs8NPG5EpSieEUqc,0.25851,0.00119541,Token SLPb,0.0000140683,131250,EcJQWsk7LuDWFGVBdgbwcLPf5BdYRpF2r2Gq2Bnku26a
7DxRrTQLeixcG9ThmdpF64CugsGxTDLRokdGX9J1WZbM,0.258496,94.566724,Token 2poo,0.0000105508,175000,3wzyFTriUFGkcu8tW3BNydwHAXs2gHeCBFvHA167vpkx
4gbFAg7AoJCw1DY12QA1iMP98DbZMXuqk9bNbsMzaXBL,0.257558,12.358360911,Token uSdK,0.0000420500,43750,E4ALotGbEe5CXdarqW5JKWBqctghuvSBDsHcH8Az7fpw
XG2nSj9E268ZvBJ4zntqFYGxi71zJfi7g3zZqYmEf7p,0.257502,94.206448,Token 2poo,0.0000105106,175000,E48hfk5c7HQFemB73RisBuQY7xTQgNkcdL726eiwA63U
F9rBH1xCvtxFANpTGBp84P7LManRPW3BKZCvcRQYVA6X,0.257418,0.816200133,Token SoLE,0.0000210134,87500,8ggTDjAFWLrwjUsPLdLgJdc4P9QGuNAEBgxJkE5WFDGK
7g9vsg9ZAggns3Phx7CXNQNM6PdsZc172zXuuWBjYA86,0.257404,0.81615865,Token SoLE,0.0000210123,87500,F4VmNyr2UqPk4R9Y2imkXGoGpg2n14hh6jZEvqrwvDXZ
9bSK7vrTWvNBbhkyTegKciqyHzV4GbZkDgnPJdYUuB58,0.256942,94,Token 2poo,0.0000104875,175000,EwZpZvw3CqfTnjZYB3Anyr5goLMFL9GvQAEYhq3U22ho
4RXQMbBUJtv83Z3dXhchYhPAEu98PzyhKF5hFxpZBzcQ,0.256032,0.588886508,Token LUNk,0.0000418016,43750,2rRiD9xH4Zu2Mz4Gvzcd9oyGycCzm521hS339gyjzohp
KT6DSNMGcDqjc8SE7FxSvqrJWSL9sZtdekmRGQ9QqPE,0.255248,0.372786174,Token PrsV,0.0000416728,43750,P2BcaCW3AgPKgQ2qUpoKa91EuJ3QLeAVq4F4jELGCP9
YKJh12PZ7TNKCCy3DQnRCG9ZGRY17hWu3GmUFZzUmeb,0.25515,93.341567,Token 2poo,0.0000104141,175000,6cVyiAsdq83o66Uqqp2BaP5BcfzxefcqbFZd8vVwoSpG
7fMSGDfvb1LBLD91Sd6xYCppArenh3jeNQg1G8cU1DHn,0.25501,93.292,Token 2poo,0.0000104085,175000,8Etk3mGhnDJw4TB8zH9B4MPDXtiQtpvFz5NQr3LbADXp
3gc4ihYJF4edbXnEwCd4KBrPmQzB4PJvoYotjf7GBUum,0.25487,93.240319,Token 2poo,0.0000104028,175000,2CexD143UKjdQwuGE7avqjucmm644c3Nbc5jnjMwUqJa
