authority,amount,balance,pool,poolShare,dailyRewardsRate,farmer
Ezv89CmTQKBLjFvVpmDpGz3bxbxD8TfKsT2svRFn8joV,8.362256,1045.311132299,Token UST3,0.0002730531,218750,5iKw2PTT4wUqFLQgnoSvm4pEF3kpxGvuYkuU85aNBMns
DQAZagUFQPqVbSXGinsdpa6rMoxCbGS3Ai7UqaGFZhBm,8.361374,562.926704789,Token MAiP,0.0013651214,43750,D536ZGJTZtKuhVzxhzemhZ8pGieNSrvjKbWWY7VRgybF
8ugv9yEisjQcx5129q24hQN6D3E6a6EmYq2dazNDdmHx,8.357356,1044.698641708,Token UST3,0.0002728932,218750,G9cRG7pfCicmKoQhTYmCEaRb2M3q7Tn8FdMUHpyy2wMa
EjQrhitLBdCt9vhxndJ9XiHJx2cQM6U2BnS7RUVcwjbz,8.35359,575.44,Token BUSD,0.0013638515,43750,Bh2N1J97jAGqLySHFiD6w37JxBhDPMDTQpx4aXWd7Ce3
Aczx3Fkd4YWhVcHsaXJxJMB4Cxtzyn6Gww5szsGP1o8d,8.352568,1044.1,Token UST3,0.0002727368,218750,CNDiizpa2Zgw7bmEmYm9iAsGVeXesN4nm3EpnCvD22e7
BVYQUeXUfv5MRhJ2EWPgYc7CNppB2qRQZ8aJWUWDezwW,8.345582,1043.226552411,Token UST3,0.0002725086,218750,FuNzCyidaNW3G9iNK9bjJccgPJt3bcwDkNcRUWcvkUwJ
GJSMo6Dn6caMLXCD8V3UjgsWvY9niKP4hXHToKXBFSxe,8.34428,7.038461174,Token PSop,0.0013623324,43750,CGXmzU3Q7TsktpPadV1N81eok6TsT1faq7tn25AKt32J
9mn9qDFZM8gdduJRQVYH8hPkfguZZqVJKtCeFjymt56p,8.340486,7.035255647,Token PSop,0.0013617119,43750,DSTUje8DgTFzPiSk5oc9HqLXjHSPrpizpNPCL6W6gPtg
FDYRF4zjHHHDs4vGeZb2DXqJK8ZVvcQZV4MN3wEK64Ai,8.325576,26.398437606,Token SoLE,0.0006796387,87500,8rwEkBEhz2EjkRts8HXjeiF81TtfCVoDiaJo8zcjV1BG
8t1aWXHSss6v3vg7QpPbSy4kHgheDim9iaNU4uU9YfTg,8.322916,399.36,Token uSdK,0.0013588436,43750,FygFv7GMjBL4e4tJGDfpdAXoiTtfHoN6DsuJUhmKDyRg
C7uBF98CcQQMUCEBoY8ZCmrBF1HmyjPtYb2ZjASxeQuP,8.313592,3041.426256,Token 2poo,0.0003393302,175000,4Z5a17UVrNaio2pyuKkmxxcDTuYpBwCkZEof5GWSYFdh
7vqxcfmhD3R8UBFNiD3SEAGMczaFDTecYDULuDoet1ss,8.313158,112.410985,Token SRMK,0.0013572501,43750,HzMExL6zWyXzfDAFWEFiT82mP3CKZ3Msxo9QF3hBYLi5
6RyLm2rLCPTmZ8Pikuwa5n3bJjErcZzVda2xwLB5rL5T,8.312836,36.918721868,Token FTXd,0.0013571968,43750,5HZM9oJ2b4TSYArmZgYZFTnWhgvPATKDeoh4X3fqSznY
6tQPXV5B9EjBf4ci7JnFeYk2Nc8sZGuHWmUKgMsieLhU,8.312794,0.01723696,Token pBTC,0.0013571915,43750,DyJXEvS1YmV5RqNUzqWBJc3Y8VEaTUyVLgCf1svM6Too
2KMLWgSCpTjRMdrnjZA8uGDx7sMgz3nDvjsNWxN9b4yA,8.31166,398.82,Token uSdK,0.0013570062,43750,FdTP8Rcj8J539GVE4n8E65HqQS5mR4LzgytEHcjkBswZ
HbtwjtKFGV6Qhj5ewoRyA7wnBziSwc3mdir542NJSHwg,8.310498,36.908345972,Token FTXd,0.0013568154,43750,AoLWHTQG1vPFC6iSWn9ezufso323DFM1SjqxCdfTppK6
G6tfgEXV6WK9iYkVEvkEBGh9osTLxrzBMgefRrPR2TyZ,8.301286,558.881311888,Token MAiP,0.0013553112,43750,GaDPZueQhXjReiYbitRVUgDAST9Bu5iEd2Mius5NsTeZ
FFK2jJkwMTee4SWiYonrm5eb7c32djZWQQ1Gp7cdZ4uY,8.300404,26.318617146,Token SoLE,0.0006775837,87500,7kAC1scBQGv2gKriDeHm7o8wJkPYh2ybNywmfVFQ2U1s
Ek44Y1vA44od7SbqYoy4tKfvAySEz3h5VGqTEVPFctdZ,8.29941,3036.237517,Token 2poo,0.0003387513,175000,4ozpqZFDby19vS27JPGp4YCVuivc9i769fhvgfWMwR9c
UFBDaMMRczbaDFUj3i3rvuD86c1QYqNpTnDKwrXeN9W,8.298696,7,Token PSop,0.0013548880,43750,3PxFAjQNkFnvapvpPbyDk89gCV9YKbW6NgziGnXJsZso
7ovzg347DZt7M9gdqGfhzbm3FhsM2U2QBvqdeaUG6SKd,8.291752,1036.497759817,Token UST3,0.0002707509,218750,GiKQvba9Gym73rfiWcMLA8Nztd6aCCoPmQD1gN1JFa8W
CXppCp4b4npkAzw175YNy6Ei8nF7jCmNbqsbVosHS6fE,8.29087,488.244432724,Token FRAX,0.0013536107,43750,vFp44kfwdsYUW1FrC6jnWxtdDMFPK9Gtph13yxWWS9a
2xosKZg4yTxTWXAKTqZQpALrD6guxydvWu4cf2pjiyBB,8.288014,3032.070663,Token 2poo,0.0003382864,175000,4JVBpWFgZ1xTKbchVe2vdEQMGGr8ZTvscTPKhV99p7Qv
BvLiRRELUkhfvSCTVk5iTDSGUckPYN3FZpDQLbvAYUL4,8.286768,397.625782037,Token uSdK,0.0013529428,43750,7Pctsn2HMj9TjKwNbYsGZryu1dDNqs6qx24GRJ5Cu41p
FU3fRyQxk6rwtD9Db1nTvTAjSwgSW9vi1q7SjZ92ijyM,8.285886,1035.765325356,Token UST3,0.0002705596,218750,7Xc8KmEQLsdvuK2KRaUUcHWqWBTbM7NWSdZs9SZ1a8Tz
8Ai2uGRXjgSyv5mF5GbVvDNs6TAsRFnnjSjxJQtThLer,8.28513,1035.670332142,Token UST3,0.0002705348,218750,5Hq7BcbhqqpSUHeUJhtvCdPYFLp3zGJLcdVthjDc2tCa
8xKu8FEDmb392U21EinMD3bbMKzEERBR3KYC6eFwDERv,8.280174,26.254494928,Token SoLE,0.0006759328,87500,oRMisDKudTXFZ62Ru9kfBRQwAmMq21sb8A9QiMdp8SM
7eSaUqAwgttQ52s6BhXx5q97QnXPHSYAnQbroKjCrDAf,8.278102,26.247936568,Token SoLE,0.0006757640,87500,5PLDSR5ynAbbTKFMyfdLax1S6RovgCsjriN4gGbf6v9V
EpZvK7nWG9T3YJgDCrp3yQHkbkcuzPC8o4JLAxFk11SV,8.274784,1034.378000312,Token UST3,0.0002701972,218750,84SPohSjz5AXhgN4xrfvAFkTgX4tpurh1eCZ5QdLe4h6
3Xyj2djUBPMerRkYyzGUP62SNTs4v3pzHxqWWC3SVWag,8.265376,3023.786847,Token 2poo,0.0003373622,175000,DTM7BHsPfVw5xrFUHek5B5uQ2wzMQ3Zne3j3588fXMYC
ET9fw5nKPHwp6ZfD3cCYq1SEwC3Bv1LiLzMqgQHYY7VW,8.257242,26.18176179,Token SoLE,0.0006740603,87500,276wAwQGNFFsKqs9uMGDREruVi5Pzv9Nh39rn7CXwypB
H2zpp6xZDcXNsjVJmbuEr2GdREZPBDbRecJHZAWiWYWB,8.242976,485.424,Token FRAX,0.0013457914,43750,6fZdmQxWiqUTdY3acMFTmBw1sj9feYnGp4T3KnQHbhQs
AbWDwoR7T5xqovphLFCrgKHp4mLUUh2G7toFFjysYtzn,8.24243,26.134797007,Token SoLE,0.0006728511,87500,5v4pWrSNj7d2KPMUXZmiiDYjsFQQ2bTKLee4SZPJmwjn
DcN9QswQnuLRyLqiQd5pFyXJnPuYzkAV89K1mrqqQD1B,8.236746,1029.622601867,Token UST3,0.0002689550,218750,FKNVpR9bgDiXX6jtnqCeH9oFfoPLudDJUrBUHNXFjJx4
34Wmv58UF8HUmjdcWdCZVU9o7h8N5h2fTozqRwh9mucM,8.234618,6.945957971,Token PSop,0.0013444279,43750,9jvKYvE4WTPSk4pryJPR9SY4bUVkD5ZkWsYLvxeZLtv4
5tTWjZ4KWGX62dShdrUWa5HnzXNxNvu1k1o87vU46PVa,8.230586,3011.060557,Token 2poo,0.0003359423,175000,NWVzYRzP65zZtamZBozzEwEWqRZci8b6YaYvCpC5GN3
EYos5i6fRkb2wXmahFerJVrEu5af1xiaYkpMuLHG5JTV,8.22479,1028.128077899,Token UST3,0.0002685646,218750,8BW876H1bwbCz445AxoSMW8sxFHGbgx8v69xF83GhRLN
4R6J3nyJueHH6ywYsYU62ZZ5xTY4M2uifQkkJnYwvecf,8.223838,0.0170525,Token pBTC,0.0013426676,43750,9MmTSC5cAGCugWpoivA3t2NTF5hpJthu7yEfiWQwcZgG
Ezv89CmTQKBLjFvVpmDpGz3bxbxD8TfKsT2svRFn8joV,8.22325,12.010048808,Token PrsV,0.0013425711,43750,GkTSLtmtDQBFYa6HQ4AFzchwBuTVbVrf2VbFAqiupDPd
3aX8xjncWcCmSkPDc4zDXgfLWj2yQngTcQCrvUK9BPhr,8.219232,6.932980504,Token PSop,0.0013419160,43750,FiBNFsj2PT4319xZG7d81uAUnFGMgk5XxvLyngGhyPNK
CWfQpqCY4BBqiCwSdC1bdRjQ2a6Nj9kF4Y7XZYbBeTjE,8.219008,12.00385623,Token PrsV,0.0013418788,43750,CozFsNJ8zABJGcATothnVwzsDafLRN477pfobmB1mWh6
59UpLKkvSZ7aSTpLdcynC2r2b1utgfHr5VgZZCwTX6QN,8.21849,1027.340459899,Token UST3,0.0002683589,218750,3yQ8fYEocWTBWZQ3Tawy4Ka4SkpT2CR4Z4PD72PGLsqw
HQzV2QCSAYzTM7KHbJSB7CvjuCf1QB14uXnGmA9VYcfW,8.217678,12.001922987,Token PrsV,0.0013416627,43750,9X8dXEzqREU32fprbjSUha5qwrEVo1iW1tL73uhxFxk3
2Mj1dQgsQARKWytwJeZNzcMQotvFSBVx9Miycs6FXy5d,8.21667,3005.969581,Token 2poo,0.0003353743,175000,8YSxPEpdNgviabRmX73qKXx8yz7v3QWyQDTekLq7Rhd6
3e6YTbiC9iofbUqr7pFXEQAAuT53nZ9AU6io88c244zh,8.216054,1027.035446692,Token UST3,0.0002682792,218750,zFySjRjhABVTk76mKMMgLTXSAGjSNvfyqpxL5dDPsvh
CaGNJ1mVwAc54cw3Bcz3XRfqkwmmX74z19zLgT6qnK7Y,8.213688,1026.740766735,Token UST3,0.0002682022,218750,9fzALEkiFy1imvLrYGHoc4bbXHBN9juuVjgxE16wPvwG
ELqBNx91mfFv5J2pfyP9oaSENgK5cHfHChNY77Jy32XZ,8.213058,3004.649402,Token 2poo,0.0003352270,175000,6bDkVLjMmabZ9WCBCin5pBYoAhojGVcziWeJ3bNo2yZ9
GRp7mzZbPHSnR8oeKPNRcNs21CYT27Mim1AhE9FNcr16,8.203356,1025.448166404,Token UST3,0.0002678646,218750,F26NwJtkkeQKKT7VBBge6HbqcBqhLLhsKdieeGwYrRgQ
keC8fzHKsspcG5t9iCbfEBxyu7C5ZBeuxsR2DrQE7iH,8.202922,3000.941117,Token 2poo,0.0003348133,175000,43eULkwnLV57Xpop5pHHbeSRPknHiz1uWhniYpntceKU
6tTbMVHjSdt2r5fhNuf1S6JPLpKoiQzTBsNj33Eb1gtV,8.20197,3000.589572,Token 2poo,0.0003347741,175000,8AqSVjmocx33bbA9cx2uhn1QtZ4JT7iBh4yJmmu9q13T
GxvCXjLmdD6VM4AJ4hHcrxDYMSHFTde3q6c6EiwkdbTe,8.201718,11.978600408,Token PrsV,0.0013390556,43750,8X4yu3j3eBGzkY1HU885nUp322tQEt7p2PpzEQK1in8s
4aQRN2PZEteKYwiBFha91e89r24o574WBNEvW7e8DLgy,8.200612,11.976980873,Token PrsV,0.0013388745,43750,7Btwz759xgd6GfpbwP7CEmKqZf1MfoA1qX8QP4i386BP
GEDiSNJnSjtJG24YZJvqBzwshA8R4WZ1NCra9H86VYhv,8.198764,0.01700052,Token pBTC,0.0013385748,43750,GpzUdT4oNjwqz32X7VWdoGKXNZm65UPQYo2u4kzNous3
Cp79yoyXpLHUFEdVkoAkTEhBTSuzCayNPyQbDufuJfc8,8.197,11.971707838,Token PrsV,0.0013382850,43750,5Kt7S34mjCnHeqjnAXetxDpqYQfr9U9Ub8a3Sn8VjFRm
9LsHuP1hAoGkjbahzTHsYM9hWRCkHd6JTDgVorRHRii5,8.19126,551.474453589,Token MAiP,0.0013373492,43750,8EYahtuGqLaSWwUFhCFNdHfnEgGiMshh5L3YaJe7nkki
DDf2RDoYuDEoP2K7cQdn4N6CDytr8RXNfkytJcqYkMnx,8.186514,392.814912224,Token uSdK,0.0013365736,43750,HUoHvrahxTpwRL8R1YQNt8wUwgGk7UA34vYbK3cQxziU
E8ZEmgyT2hQbq6ZcGdsAkvekBfj8dZfDaJqPDXsoNHQ4,8.18517,11.954432826,Token PrsV,0.0013363539,43750,Edc1jUpTTos6M61TLpykF5zdvjQwem3mzqyZkhhj77Tv
7a2XrpKzNs5zZyAQMcFFL3thz8fvvsYpFYH5cGvoMEvQ,8.181572,2993.130365,Token 2poo,0.0003339418,175000,4bkUtj9VeEsV6LjtppUfqzANZu8rR8w5eayKrQF1Sbf3
HD1gPt3ZbgM8qw1Bqibr4Q1ar9VTYTro2J6Vcg81JN6r,8.180886,25.939662328,Token SoLE,0.0006678273,87500,CGThSgyMXN2Z8KdqNghret8Rn6MjS6tKjCDQC3GJfXW
HNy1iGBdhNMCCoRTgveRivodvSnS5uTywNdPkm3KvQY9,8.178912,524.817860045,Token Daim,0.0013353323,43750,4w43xEikmb8t5WJaiFs5uZFwpHcrZTehC2Rbq5uUxxbY
3WyQMPDPhAZPtFaTVkpy9foHQ14sfx3P2FqNPHynSUBn,8.17733,25.928369979,Token SoLE,0.0006675366,87500,6hFuBc42d9zizWM6MpAN13eLHENbeEvQRXFNuvpSteiQ
Gg8GpPycfAC19yjDGXDNssnsEE4QRTCGfkAcQW9h36uL,8.175104,2990.763911,Token 2poo,0.0003336778,175000,JAtRhFKSNh4TRTGb1VuCF7UHk1VSDGy9YjqEQqDy3Hat
5pskqenKdjTx8s19VbnLGSce1pMGxX35QkAvdWAeoMkd,8.174348,25.918951637,Token SoLE,0.0006672941,87500,AydzJ6W82cWAGz8tC1KxkcLBpZ8CRzR17gfQ3D2NHeTV
HN7bMh2gGd2UJBc781RkoLXYddSUoZk18LSVWFcTSPpC,8.17159,25.910192396,Token SoLE,0.0006670686,87500,2yxxBFaAEaxMrQfK7hnWJtV1KjCrD5TzaJj4TDxjj1JF
HZTguxigaJfjQmS2a6yjby2ty2m1CTF8hxpYR6bkYQ7P,8.169392,110.466957,Token SRMK,0.0013337779,43750,6giMG37D8qfJt1AYNtFggKFDvJu4ZEbFg8evgA4BEWLs
8b3kGteWHbZ2XktH73yrjPa52uY6RdyRRExbiBK63qkK,8.167558,1244.754202,Token PaiY,0.0013334788,43750,Ao1k2625qGHcSNwfvz1M1ji5g5qTdoBMLbHzAnzGissS
4CT3iMA9qA1F7KqcYrtJWAEuc6PeuEZTejkWK1KAg83F,8.166564,1020.850112856,Token UST3,0.0002666635,218750,BHs5XYySWLzZ2uKzFJGgCFFrc6pwptEPBvC5BQt1BDQL
B22cgQ4fpdcAfbNSwQ3q7kNuKSDpGArVXi9Vgf6zEog9,8.166438,25.893877801,Token SoLE,0.0006666486,87500,3DVEhpKpFSnFsQm3PHQi9DVDGCuQapsdxvAZ21vRG6Qm
3GTa8m8P1gWavtG3Y5qhvug5LeiePpr6fha6WTG5dZNA,8.163806,25.885523729,Token SoLE,0.0006664335,87500,2uR7koUDrE37acsPF6WSxMJ5BrZrsm7vErycJtF63M3p
4zrWJjpguT9EbBaD7x8fMjAAqxHC2CcMza7vnE3au4Ry,8.16354,2986.532858,Token 2poo,0.0003332058,175000,7MyvXZRUX8D2zrLyT8KmYPMb9TyUb8KYrerFNhafs2GX
3cj6rsyYn5NRJ9FZYaRouYfgpYwxiB7tdTQTskcM3rUR,8.162952,25.882796897,Token SoLE,0.0006663633,87500,6hfg63Cij2u6NWVgUd2GUqVqivZD2NziCKoCPAxwjoDS
77KuCvggr9cbcXhAF7GZJNtug8EZZYJ8bA7kbEXSeL93,8.162112,549.511629312,Token MAiP,0.0013325893,43750,2NusxsHZfu2q5ViPH2jRTFjq6JZ5zosw29fLXWXocCvY
HNXuC4zPgYBfTPKnfL9s8zhcpwQJbfeCJ4fH4tehrppJ,8.162042,25.8799,Token SoLE,0.0006662887,87500,H2fozLr8HjaVvcQeYvz9viCbaT146VGJAQRvD2TMxspN
7SnjSqhW65xAS1D2jduNqrQ6GYMGLsNnCKuVnXHtM9i1,8.161986,25.879756757,Token SoLE,0.0006662850,87500,DzHYXLMERzKjfo5oFvwyrVvbe2JTuxn2HHwi8HDJjPCZ
xfho38yoCz86h6CH5kK8AqNzGvZ4tSWzo1qaPZbBPed,8.159228,1243.485427,Token PaiY,0.0013321196,43750,9J8TkquZwKb5mesJ2Yraj8t9gEw7QR6R9CREUBKdbRkb
FusrUYoqhXBZNXyZyrMZ1avpFxqSZSpULdQoa1SorncV,8.153656,110.254273,Token SRMK,0.0013312100,43750,3u8otBg7gDrkFqhGgErQ52SYexSSkoRb4yMhq6HMtdBN
GpYpcGVfWCneiKcMfgbLdPzY8k3GYsKzo99oM9USqScB,8.150282,25.842622137,Token SoLE,0.0006653290,87500,HFy6c8ujoNHgxBQBNomUDm3u53dGaq3Lvh2RD4H42pzb
B2xGxFJLHcdhRR6yiSq1eAL49YMxDZRufk9m4cunaGkR,8.149848,2981.521098,Token 2poo,0.0003326466,175000,AU2X7jX8nApttvXEgfRPvu9Vg67JWMffh62UG3Dmm6cz
2Q6RDGsPYvhGkHDF1C1RnvQWwJ1BZEFqCeRr8Pas7am8,8.149176,25.839134693,Token SoLE,0.0006652392,87500,HRdsy3xYwy3i5kyPsZyRWWTawqAwJc9Vz6k9Nth6Ljid
Gf1XPv3BbDZnZpCqxUiCYUXLKJ45voHVZ8QZdr16Hz3k,8.148392,25.836644922,Token SoLE,0.0006651751,87500,HADVZ6PLkvPBxmpvvJYa3rHV4F98mzxWZ4ah3S3FtvQh
6csDPFYyeJ58b37tmQgUNND2hCKj31KS1fHpXj1vCwmS,8.148252,25.83620436,Token SoLE,0.0006651637,87500,2ofJGBuCXnhK3c2TxhR3sM6xANgfDPpNxtQ9DnF5b794
GuTEbKwqwm3v7vWUbDbwRFMdi78oTvt3nuF4qfNTGRpg,8.146502,6.871633381,Token PSop,0.0013300420,43750,FcTtrQjEbSzUbdJ7B5ekL3uL5odNcCALeTD8n8y9ADb1
35oCxGVsC9z7GNJAyqTdCt1VwoCFBGxPmYK4RcrxPT1a,8.14576,6.871007289,Token PSop,0.0013299208,43750,FM9fQAHhwm5kjNKQgkEAxqsTGLqh2pLBhSHbC5RKfoUt
3gNqsSL1fTcsSjCqZ9wHi8mZprQsASaddsUjPc6tihBg,8.145564,2979.955148,Token 2poo,0.0003324719,175000,ks5y6wM4V5mvLSYAaBYdZDPo21G7M5eNH6W73kYVKtF
A7MNnj24AwKq5tdewbQEZbrzs9Ck31FWZgPyiWALfo7c,8.13953,25.808547874,Token SoLE,0.0006644517,87500,DinVSX3UTGZ6NTjvCHnkoujUdy8ndcRZjXc7CsjoiNKy
7zWWvARTfDVv9vdkuJriVS65Zxy6nPWzTcJk4momyPjf,8.133146,25.788283373,Token SoLE,0.0006639300,87500,6ZHiZU1PtB25rp2sAZSyfQ9xH6NzkrAE3s8aMRLhsVee
GokQUgBXHqThNZ8j98tvuieAjmE4JgRe8kXLnja4KwKV,8.132362,8.9966,Token stSj,0.0013277324,43750,FJVzUBV9RonzzvExzycPbidVczssZjZwAUbJ2UzJCWvH
ARVhD7UsVWatKbNfjebsG5wpttsknLxpSbfQgrAedJdk,8.131466,25.782947247,Token SoLE,0.0006637926,87500,HVtGsarf4tfRKzA8x39NyMCDYefUELwvcchof1Ws6XGU
5BbYQXSSFDyeNvu21MNUPDTdjrG2DNF97hpVct3fH3b8,8.12777,1016,Token UST3,0.0002653966,218750,48W5itiQe8oMVYGvM8ZpepVvcaYiC8vz39BfpPQk1h1p
GQHTxaPEU16fRrFbQ28LQE4yvSh322W9A5Kova9HHuPE,8.123864,109.851295,Token SRMK,0.0013263444,43750,9KVSHceosgw5K9uXqSn7vjkNQTMUny2o6MSScNWWV5hw
FNx3uZdhvoqeSfBqyGr2AELffZQGXTjNSzHVL1tzbQ9e,8.11678,8.979362119,Token stSj,0.0013251884,43750,Z9PHRMJQoNbjYSkeAoK4sseY3gUYxn3s8c7TxRNuPUS
5rXhWN256wWg9c46pGS38KVsjz3esVtaS7wp4FNAWjTY,8.110662,8.972597294,Token stSj,0.0013241900,43750,Df4Q8NLVdW1d3ZwZkCEZbbZWzu4MAJs7dMj6Dh3V1sX2
Gnc263uKtxyrkiCFxcS4pTs7EKykpotDg7dZqKgn1MQX,8.103032,6.834959462,Token PSop,0.0013229435,43750,72EWdtDkepdw1PLdev9z3M7aJc2E6jHKELLjb49w1rVE
GXigm5ufDbPzv3oB2yz3vudN5PSHG4FBPoDvEdPqHP6c,8.10138,2963.793293,Token 2poo,0.0003306687,175000,9gLvQrQNemXqSnqXPa13czfKjkaKnhagVkGh97n97Mn3
uGNjrjggdwVykTLGvmavrh9XNvrLXJwQikDWcpHdLCx,8.099462,1012.461325342,Token UST3,0.0002644722,218750,EJDfMMrjmtvKmKgS7g7QRR54cbsZhFZNFxD46MD3SmZo
C2vYfLTAhx6yyB83qSxiYm2GCVaJHraJMeJpBWY9N7gP,8.098888,8.959564621,Token stSj,0.0013222666,43750,9NQXqBd276mvU9YSWaBXbrcdXQpk5drM6zToiNeEhXxX
AdJSWcpcnrEW4HggTaJfhRgUmK8SNxL488Htgewn97NS,8.098258,1012.311143239,Token UST3,0.0002644330,218750,HcAzw7Sbn4mRjKwcXqA5gxZnLdBBwZaCXcNU52rQFVbp
83ukjmGeoQADHMLEskcAQQMVTg9rxmoB5BzMCrstLZMf,8.09431,2054.970108,Token PLYJ,0.0013215208,43750,7viPo831FxrmbZkS87CxdKQCqkWwxe3CvjZ23SMAvpGU
FvmseBurRacGE19Z1K1ANfz8wUVb5Ncr6NFwu4tXwZm5,8.093764,2961.00817,Token 2poo,0.0003303580,175000,3mU4eWTw5ZPLXaxTapBUkiid1toGaWTamDbzNSMtHQm1
FijT7mt91Wzfw6yWfAr56eDXo6gFpz6bwiDt4QB6x431,8.093386,18.615013122,Token LUNk,0.0013213693,43750,D7fE5EP76vRbv44B7X4BKsQFm2TxPcQRfe7bSxyfkHnu
vt5Bcscw1LmR4idPGppZDZ4YpfLd1jcdfLXeEP4tGtf,8.091846,2960.305426,Token 2poo,0.0003302796,175000,6qpkYs5x1nmQHbvhRQ14XvVRUaLyj86jqcKwg9rKvdtU
CsuNTDFn8rUf8w6nGvg5dMDE8FfJdW6txqX3w3DcKQYu,8.090586,1011.351724602,Token UST3,0.0002641824,218750,FBTb3rC76RwWm8Mt9hn8vr2qnx29n2wSFHrFNqabax45
BH1c9FeWrQEGGvRTCE72djw6e1CTRDw4ZZeTiWJCkR3H,8.088822,1011.131597142,Token UST3,0.0002641249,218750,8qsSKWUUJmGaQoySseS478RhVN1NnksFng2jmRKh2cfb
ADr621osLJt7SBS9YfbJxUiQtRZryimXEQNN34NQm97T,8.088206,8.947759625,Token stSj,0.0013205244,43750,AVrb7SbaP97Tg7fo7cK743EGmE1DR5U3QiD1K6mca75k
BLFfRURHD5zr5JFaFfRcpytmBWQVf4MahJLSWwYRCpwy,8.088178,2958.960661,Token 2poo,0.0003301295,175000,DysCAxhr1d51FR4ACSqvBKHyoz9ZpXGguxBTY6m6o67S
4ecTUfYvMwX7SbWa822eKTxwNCMZBBmN96YFnZ4Hk7K1,8.087604,0.01677,Token pBTC,0.0013204243,43750,CF8dMe3JGbpQoWQR1V2M5wyLuoG6y32CMwkCRm7oiY26
WfxFqeQEoy1SEs9yijprs9Lkb16pb8UB2hUokZEGKMe,8.081584,35.891733642,Token FTXd,0.0013194429,43750,CnWWQdFjkogemrFDfvLUEMwXJQr43BRDBcJ2C9k7t8mx
CoBh6F6RvqEBqixkXvfC3HhnUWxE7vBbYNJK6xeXrTar,8.079778,1010,Token UST3,0.0002638293,218750,3FBcEPWcWyrXdqH6D3thzNrADZt33NLKvCLZuXhB7Dg9
Asi5EbpYNqwT2e9CRBMF6oSjqQjed62TCnNG1JSxmoFD,8.079624,1009.981483185,Token UST3,0.0002638244,218750,8RioG1B9jUJaCh27cmBG1bYKSmZWzKz8cZV1LGVMEqTg
2CYtLVvHbTFknS1ykDoYqch2Ta4jqTJatwdt3YRmJTPb,8.076796,0.01674761,Token pBTC,0.0013186614,43750,2kEZtAKBr5Asv9dwu4JtWk2m2XN1XDS3Fps1TbDLHgS9
GymH4eCAycYXzUdqbG9VFcT5WdVeJS3oZmqAkuMaY1Gv,8.074836,25.603414869,Token SoLE,0.0006591705,87500,ADSee1QganU7qQTCVoNfRmWefU1oewZm3LYkf4gMJPXf
2KRYtz6wXPfXqgnp3xKBXzwCbi4g1CPETphSy78J26go,8.073926,2953.746419,Token 2poo,0.0003295478,175000,8fLrQTSF3b8KdRKAsKTxhpK6d9KQQPc6ng3Ri29QHUxJ
FpAQhBKHRhSGmKBEZCaSD5u3vK1VSWnYFgc5hyRF5uUo,8.07345,2953.575152,Token 2poo,0.0003295287,175000,9CiShnpMEQCrTq3vMJTiujzvamZ2AbhtNzBdT45vGXru
Cr1fbiXYHjji4iY33sBw8cQTZnnYf6KxQqTN8VtB6Log,8.073198,1009.178532219,Token UST3,0.0002636147,218750,EnYeApN2F4Qt9m3eYHzVKq2vQZ7ADghcJ39toYG9QUBf
5f9re9ywRvYViHBgbWUHEn4hFndsjpcpvjner43gbEWX,8.072484,1009.089580581,Token UST3,0.0002635915,218750,3Ejt22tmnT3bYSs9Ze9M8xyJ3gCN6mdEprz7tLEqnPqV
Gz7uF38qYgLYSCvKRqW4X7ZfKwKYSmPB9mHpTqWBDxNc,8.07121,1230.070167,Token PaiY,0.0013177481,43750,CDGCd2Zsg6i5kSBNXAwwchwcvyBFu4QjDZ6pBVgzV4PB
HsEzNdVYvvNPxGFSeRL3i68apUUJ1U3WXA2v5cQhqQZ4,8.071042,2952.694901,Token 2poo,0.0003294305,175000,2RUg96z4bXqL1aa3bQKpQMP29J4wu5SpMtcT5Y9HEFTP
ska2dJRVWFX76GbDJ8z8PYk5RsUuVg7JbFJzPYJY9C8,8.070552,2952.512042,Token 2poo,0.0003294101,175000,CqaduihE6xBPw25835EgrHbWXb6RDvxMJu94bWFKRDCG
HJ5dGEcviTz8v1W7JWvsxV1kExLeCvD8sAkoNp1vDF89,8.068872,18.558623783,Token LUNk,0.0013173666,43750,APPcK4QBJRMr3QNXn9nCUupPVeLJScEA2RbPy7Vf84Dj
8pWdMBd5JPcVsj7Jwk4xmHQJtvLofHnBZzcBNcS24E7G,8.068844,2951.888236,Token 2poo,0.0003293405,175000,CD5eqivHtWLsraPTHgJp4tXkLc1yM5gJfeBCNbqNSvw3
HzFmzMj2rFnY3csgjER2qMG2wwFJEzaW5hZhTFN2kmhd,8.065764,2950.760136,Token 2poo,0.0003292146,175000,D7WJJnB1MkbuTSGzdri1MMDeruYwnQmLm8fzygF1GDYs
3EJsosFstr35V1zZkPgXWr8jsLHAgk1y5a14AvjyaP29,8.065372,1008.2,Token UST3,0.0002633591,218750,6ULoNV1oBKZAMuA3nCNxTb8HRSBmHVrfpmFkUjE1oNKg
7AsgxkPEbLph6r4e8ASwYBx1QZHVzJNSyZp5hjvJ7sXf,8.064784,2950.402769,Token 2poo,0.0003291747,175000,DyYJ9g6caHDkKC8MYLAJNEJ2gZhagzo7MPEhbErZfJtt
